bank_name,branch_name,location,city,review_text,rating,review_date
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX3W+MQH, Marrakech 40000","MX3W+MQH, Marrakech 40000",MARRAKECH,J'ai attendu longtemps et finalement le gérant n'était pas là.,1 étoile,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 4 Bd Mohamed Zerktouni, Marrakech 40000","4 Bd Mohamed Zerktouni, Marrakech 40000",MARRAKECH,"Une agence très mauvaise, et les employés ne respectent pas leurs clients. Quant au responsable de l'agence, il manque de professionnalisme ; c'est un enfant qui passe tout son temps à jouer sur son téléphone au lieu d'accueillir les clients, en plus de son impolitesse.",1 étoile,il y a 3 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 4 Bd Mohamed Zerktouni, Marrakech 40000","4 Bd Mohamed Zerktouni, Marrakech 40000",MARRAKECH,"Je tiens à exprimer ma déception concernant cette agence. À chaque fois que je me rends sur place pour obtenir des renseignements, il est extrêmement difficile de trouver quelqu'un de disponible. Les employés semblent indifférents et peu professionnels, j'ai même eu l'impression qu'ils se moquaient de mes demandes. Lors de mes dernières visites, on m'a déconseillé de continuer à faire confiance à cette banque, ce qui m'a profondément choqué. Il semble y avoir un manque de professionnalisme évident et une absence de personnel en poste pour répondre aux besoins des clients. Je ne recommande malheureusement pas cette agence.",1 étoile,il y a 5 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 4 Bd Mohamed Zerktouni, Marrakech 40000","4 Bd Mohamed Zerktouni, Marrakech 40000",MARRAKECH,"Je vous déconseille fortement de retirer de l’argent de ce guichet ou de collaborer avec cette agence, j’ai mis ma carte pour retirer la somme de 700 dhs ils ont éteint le guichet de l’intérieur et se sont contenter de me rendre ma carte guichet sans jamais rembourser les 700 dhs de l’opération non aboutie de mon compte !!!",1 étoile,il y a 6 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 4 Bd Mohamed Zerktouni, Marrakech 40000","4 Bd Mohamed Zerktouni, Marrakech 40000",MARRAKECH,Service absent. Ne pas tenir compte des horaires d ouverture . Personne n est en poste . Attente minimum une heure,1 étoile,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 4 Bd Mohamed Zerktouni, Marrakech 40000","4 Bd Mohamed Zerktouni, Marrakech 40000",MARRAKECH,"Le mec au guichet a refusé me faire virement déplacé , il voulait que j’aille a mon agence à Ouajda , ils sont fous c’est quoi ce service",1 étoile,il y a 5 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 4 Bd Mohamed Zerktouni, Marrakech 40000","4 Bd Mohamed Zerktouni, Marrakech 40000",MARRAKECH,"Aucun sens du service... Donne l'impression de les déranger... Je regrette d'avoir ouvert mon compte là-bas... Si vous comptez ouvrir un compte, rebroussez le chemin ! C'est mieux pour vos nerf !",1 étoile,il y a 9 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 4 Bd Mohamed Zerktouni, Marrakech 40000","4 Bd Mohamed Zerktouni, Marrakech 40000",MARRAKECH,Service trop long le personnel prend des appels personnel avant de vous servir partent pendant de longue longue minute on se croirait au consulat😡 le service téléphonique pitoyable répond très rarement nous mets en attente ou de rappeler plus tard franchement bravo le professionnalisme de l’agance et de la banque en general 👏🏽 …,1 étoile,il y a 8 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 4 Bd Mohamed Zerktouni, Marrakech 40000","4 Bd Mohamed Zerktouni, Marrakech 40000",MARRAKECH,"Mon expérience avec cette banque a été extrêmement décevante en raison de leur manque de professionnalisme flagrant. Après avoir soumis ma demande de crédit, j'ai découvert qu'ils avaient accepté mon dossier, même s'il aurait dû être déposé ailleurs. Le pire, c'est qu'ils ne m'ont même pas informé de cette erreur. J'ai dû me rendre en personne pour demander où en était ma demande, et là, pour couronner le tout, ils ont accidentellement renversé du café sur mon dossier. Cela montre un manque de sérieux et de compétence inacceptable !!!",1 étoile,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 4 Bd Mohamed Zerktouni, Marrakech 40000","4 Bd Mohamed Zerktouni, Marrakech 40000",MARRAKECH,"Honteux!! je me suis rendu pour changer  de l'argent à leur distributeur le soir ( la banque étant fermée)  , j'insère 110€ j'attends c'est écrit traitement en cours puis le temps passe environ 10m et il s'inscrit erreur système sauf que mes billets sont dans le distributeur et que rien ne ressort.
Je me rend le lendemain à la banque aux heures d'ouverture.
Mal accueillie on me dit que il n'y a pas de plus value dans le distributeur lors de leur compte du matin et qu'il faut faire un courrier .  Je leurs demande de regarder les caméras ils refusent .
Ayant mon avion à prendre je n'ai pas le temps de polémiquer plus longtemps et ils l'ont bien compris . Une bande de voleurs et d'incompétents qui risquent leur poste pour 110€ car je vais porter plainte au maroc même si la procédure coutera bien plus cher!!!!",1 étoile,il y a 2 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK 4 Bd Mohamed Zerktouni, Marrakech 40000","4 Bd Mohamed Zerktouni, Marrakech 40000",MARRAKECH,"Une agence faite d’un personnel totalement incompétent qui ne font qu’à leur têtes! Sortent et ne reviennent plus! Personne ne répond un téléphone!
Je dépose un chèque et 10 jours plus tard! Il n’apparaît pas! Parce que il a été égaré par eux!
Une honte cette agence",1 étoile,il y a 2 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX4Q+74Q, Bd 18 Novembre, Marrakech 40000","MX4Q+74Q, Bd 18 Novembre, Marrakech 40000",MARRAKECH,"Directeur nul, il n’avait pas le sens de communication!!!!",1 étoile,il y a 2 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX4Q+74Q, Bd 18 Novembre, Marrakech 40000","MX4Q+74Q, Bd 18 Novembre, Marrakech 40000",MARRAKECH,Le service n est plus comme avant,3 étoiles,il y a 3 semaines
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX4Q+74Q, Bd 18 Novembre, Marrakech 40000","MX4Q+74Q, Bd 18 Novembre, Marrakech 40000",MARRAKECH,GAB de depot 7/7 est tjr fermé !!,1 étoile,il y a 2 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX4Q+74Q, Bd 18 Novembre, Marrakech 40000","MX4Q+74Q, Bd 18 Novembre, Marrakech 40000",MARRAKECH,Personnelles minables hypocrites manque du professionnalisme. Ps de respect envers les clients . on a l impression d assister à un des spectacles de jamah lafna . Personnelles absent pendant les heures de services . Directeur d agence qui fait plus le clown que son job . Aller ds cette agence pour le divertissement et pas pour régler vos affaires,1 étoile,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX4Q+74Q, Bd 18 Novembre, Marrakech 40000","MX4Q+74Q, Bd 18 Novembre, Marrakech 40000",MARRAKECH,"Venir à l ouverture de la banque, sinon l attente est trop longue…",3 étoiles,il y a 6 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX4Q+74Q, Bd 18 Novembre, Marrakech 40000","MX4Q+74Q, Bd 18 Novembre, Marrakech 40000",MARRAKECH,Service très nullll,1 étoile,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX4Q+74Q, Bd 18 Novembre, Marrakech 40000","MX4Q+74Q, Bd 18 Novembre, Marrakech 40000",MARRAKECH,petite agence pour des services de base .,2 étoiles,il y a 8 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX4Q+74Q, Bd 18 Novembre, Marrakech 40000","MX4Q+74Q, Bd 18 Novembre, Marrakech 40000",MARRAKECH,Le meilleur service 🙌 …,5 étoiles,il y a 4 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX4Q+74Q, Bd 18 Novembre, Marrakech 40000","MX4Q+74Q, Bd 18 Novembre, Marrakech 40000",MARRAKECH,"Les employés de la succursale du 18 novembre ont une bonne réputation dans le traitement des clients. C'est mon constat depuis que j'ai rejoint cette branche, je les remercie donc.",4 étoiles,il y a 11 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK M255+8J2, Av. Ibn Sina, Marrakech 40000","M255+8J2, Av. Ibn Sina, Marrakech 40000",MARRAKECH,Je suis allé à l'endroit avant l'heure de fermeture environ quarante minutes Mais ils ont refusé de travailler sous prétexte que les heures de travail étaient terminées.,1 étoile,il y a 2 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK M255+8J2, Av. Ibn Sina, Marrakech 40000","M255+8J2, Av. Ibn Sina, Marrakech 40000",MARRAKECH,The worst agency. J'arrive pas à comprendre ana had le service dialkom vous faites patienter le client w ya pas de respect pour l'horaire affiché. Sadin bkri b 1h15 w zaydin fih mazal.,1 étoile,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech","MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech",MARRAKECH,"Je suis une ancienne cliente je peux vous dire que le service rapide et impeccable et le personnel gentille et professionnel et le meilleur que j’ai vu dans toutes les banques que j’ai essayée au paravant , merci",5 étoiles,il y a un mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech","MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech",MARRAKECH,"L'agence la plus pourrie que je n'ai jamais vu ! A fuir , le service nul , ils ne répondent jamais au téléphone, irresponsables, malhonnêtes, je suis une cliente depuis 7 ans avant c était bien mais nouvelles équipes là c’est catastrophique ils sont pas professionnels , les voleurs , débiter des assurances et quand tu leur demande la résiliation ils te disent qu’ils peuvent rien faire je sais pas quoi .. brefffff a fuir",1 étoile,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech","MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech",MARRAKECH,"Catastrophique !! Je me rend aujourd'hui  a  cette agence pour faire un retrait  celle-ci  est fermé  sans donner aucune information  aux clients  par la fenêtre  j'aperçois  un membre du personnel brun  a lunette je lui demande  le pourquoi  celui me repond avec arrogance un doigt .

Client MRE je suis subjuguée  par ce genre de comportement et de désinformation.

Je pense que je vais changer de banque car apres le soucie avec l'agence  pres de l'hôtel winox qui elle parlais au téléphone alors que plusieurs clients attendais cette nouvel péripétie me laisse sans voix .

Le personnel WAFABANK EST CATASTROPHIQUE a revoir la politique commerciale  du Groupe.",1 étoile,il y a 3 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech","MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech",MARRAKECH,"Si j'avais pu mettre un zéro (ou un nombre négatif) je l'aurais fait. Une étoile pour cette agence c'est BEAUCOUP trop. Entre les absences, le bureau fermé, la mauvaise foi, j'aurais du lire les avis avant d'aller dans ce lieu. A fuir avant qu'il ne soit trop tard. On se demande comment la direction de la banque peut laisser de tels incompétents dans cette agence. Mon gardien est beaucoup plus serviable que ces individus qui sont censés être la pour servir la clientèle. Je pense qu'il se passe de drôle de chose dans cette agence quand on lit les commentaires. Cela ne m'étonnerait pas qu'un jour on découvre quelques pratiques pas très honnêtes.
Comparez les notes aux autres agences de Marrakech, c'est la plus mauvaise, et c'est parfaitement justifié",1 étoile,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech","MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech",MARRAKECH,"Mauvaise Agence, mediocre nul irresponsable, malhonnête sale comportement, sous estime, regard bizarre envers les client(e)s, une dame qui m'a reçu à la caisse déjà j'ai pas apprécié ça façon de parler au gens, avec son sale regard je l'ai remis une somme d'argent, elle m'a demandé c'est combien je l'ai dit c'est telle somme , elle a compté par la suite elle a jeté ça sur la caisse, elle me demande encore c'est combien je l'ai dit c'est telle somme, elle m'a dit ça manque, je l'ai dit ça manque comment ? Elle m'a répondu d'attendre qu'elle va recontroler les transactions qu'elle avait faite, déjà elle n'étais pas concentré avec moi elle était là à chuchoter avec son collègue, c'est pas du tout professionnel, elle a fini de refaire les comptes ça manque, je l'ai dit je suis désolé Mme avant de jeter l'argent sur la caisse fallait confirmer avec la personne si la somme est exacte ou pas, c'est pas du tout professionnel , elle est la à parler c'est comme ci elle est la seule à parler à la banque, elle est sorti, son collègue a rester à dire qu'elle a recompter elle est honnête etc....ça vaut dire que nous ne sommes pas honnête 🤔 eux te laisse même pas t'exprimer ils sont là seuls à parler c'est grave ce qui se passe dans cette agence , ils sont incompétents, arrogants, irrespectueux, il faut que vous apprenez à savoir au genx, le respect avant tout... C'est vraiment regretable.",1 étoile,il y a 2 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech","MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech",MARRAKECH,Mauvaise caissière nul 1000 fois je ne vous conseille pas de cette agence,1 étoile,il y a 8 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech","MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech",MARRAKECH,"Je pense ke c l'agence la + mvse à kech service nul comportement nul, ne répd jms au phone au cas où vs avez fait un crédit n'informe jms le client. continue tjrs à débiter des assurances et finalement vous dise on peut rien faire pour vous",1 étoile,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech","MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech",MARRAKECH,"Catastrophique... service lent, inefficace au possible, des guichetiers ""je peux rien faire pour toi"", aucune aide, aucune information, service minable, une agence vraiment nulle.",1 étoile,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech","MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech",MARRAKECH,"Médiocre à fuir . La pire agence bancaire de ma ville . Aucun respect.
Exemple
1 : Tu as des prélèvements bizarres que la chef d'agence elle même ne peut pas expliquer et te demande de faire une réclamation tu reçois une réponse insensée tu reviens voir le chef d'agence qui te réponds ""c'est incompréhensible tu fait une deuxième réclamation de reçois la même réponse.
2 : tu Perd ta carte bancaire et tu fais une opposition et tu te déplace à l agence (ça sert à rien de les appeller ....) la dame te dis on va la remplacer et elle te vend une  deuxieme sans ton consentement . tu te retrouve avec deux cartes sur le système et une entre les mains .  Arrivée l'échéance de la carte que tu croyais remplacée tu recois un message  arte disponible .... tu la recuperes à l'agence mais elle ne marche pas meme s'ils ont deja prélevé le prix ..... Tu te pleins ils te disent c'est pas à notre niveau , ce sont nos services à casa... et quand tu appelles leur centre d'appel te disent c'est au niveau de l'agence . Bien sur à l'agence on te propose de te VENDRE une troisième carte qui ne marchera pas et de faire une réclamation qui ne recevra jamais de reponse.
3- Cette agence ne repond jamais au telephone il faut se deplacer. Et quand tu appelles les service en ligne tu attendra longtemps . Il.faut rien.prevoir pour la journée ....
Et si vous n'êtes pas convaincu et que vous voulez quand même y aller.  J'ai passé une douzaine d'années comme client ici ... je sais très bien de quoi je parle. Et si je l'écris ici c'est parce que personne ne veut l'écouter la bas .

A FUIR ABSOLUMENT",1 étoile,il y a 2 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech","MX2J+X6J, Bd Abdelkrim Al Khattabi, Marrakech",MARRAKECH,"Je suis une cliente de longue date j’et Toujours satisfaite de cette agence et de la compétence de son ancienne équipe .
Par contre la nouvelle équipe est incompétente, depuis plus de 10 jours que j’attends une transaction banale:  la souscription au contrat Attijarinet pourtant la demande à était envoyé devant mes yeux de l’agence parisienne. Le comble de l’histoire j’appelle le responsable de l’agence après une semaine d’attente , monsieur ne consulte même pas ces e-mails professionnels et après m’as assurer qu’il fera le nécessaire serait fait dans la journée .
Je peut toujours attendre car rien n’as était fait à ce jour , seulement perte de temps et surtout le coût des apples à l’internationale .
Je regrette l’ancienne équipe vraiment et à la première occasion je changerai d’agence.",1 étoile,il y a 4 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK JXCR+878, Bd Mohamed VI, Marrakech 40000","JXCR+878, Bd Mohamed VI, Marrakech 40000",MARRAKECH,"Si vous n'avez besoin de rien, ils sont là.
Ils ne répondent jamais au numéro communiqué par le centre de relation client. Le parcours du combattant pour un simple renouvellement d'une CB",1 étoile,il y a une semaine
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK JXCR+878, Bd Mohamed VI, Marrakech 40000","JXCR+878, Bd Mohamed VI, Marrakech 40000",MARRAKECH,"Je suis client depuis 17 ans chez eux, ils ont aucun respect vis-à-vis des clients, on les appelle, ils nous rappellent pas, on laisse des messages et rappelle pas on m’a frauduleusement produis lait ma carte bleue ça fait presque huit mois qu’on ne m’a pas remboursé et que mon dossier n’a pas été traité aucun respect je vous déconseille cette banque",1 étoile,il y a 2 semaines
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK JXCR+878, Bd Mohamed VI, Marrakech 40000","JXCR+878, Bd Mohamed VI, Marrakech 40000",MARRAKECH,Pourquoi et important de marquer que la bank ferme a 15:45 quand tu le rejoins a 14:50 le sécurité vous bloque de rentrer,1 étoile,il y a 2 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK JXCR+878, Bd Mohamed VI, Marrakech 40000","JXCR+878, Bd Mohamed VI, Marrakech 40000",MARRAKECH,"J'y suis depuis 16 ans. Pendant et depuis les travaux de 2023, l'équipe a totalement changé. Vous avez vraiment l'impression de les déranger et ils sont parfois désagréables. Alors qu'avant, c'était un plaisir d'y aller.",1 étoile,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK JXCR+878, Bd Mohamed VI, Marrakech 40000","JXCR+878, Bd Mohamed VI, Marrakech 40000",MARRAKECH,"j'étais là pour un problème avec mon compte je leur ai demandé de voir le chef de l'agence, c'était une femme qui s'appelait si je me souviens bien était ""imane"", honnêtement c'était une femme professionnelle, elle m'a vraiment aidé à résoudre mon problème",5 étoiles,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK JXCR+878, Bd Mohamed VI, Marrakech 40000","JXCR+878, Bd Mohamed VI, Marrakech 40000",MARRAKECH,j'ai remarqué un manque de professionnalisme au sein de l'agence. Les employés ne semblent pas être suffisamment formés ou motivés pour offrir un service de qualité.,1 étoile,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK JXCR+878, Bd Mohamed VI, Marrakech 40000","JXCR+878, Bd Mohamed VI, Marrakech 40000",MARRAKECH,"Banquière très vulgaire, impolie et peu professionnelle
ce n'est absolument pas rassurant ce manque de professionnalisme",1 étoile,il y a un an
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK JXCR+878, Bd Mohamed VI, Marrakech 40000","JXCR+878, Bd Mohamed VI, Marrakech 40000",MARRAKECH,"Nul , accueil désagréable
On dirait qu'on dérange",1 étoile,il y a 9 mois
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK JXCR+878, Bd Mohamed VI, Marrakech 40000","JXCR+878, Bd Mohamed VI, Marrakech 40000",MARRAKECH,Après de multiples tentatives et ce pendant 2 à 3 ans !!! j'essaye de les joindre à nouveau après avoir composé le numéro conseiller français car le MAROC NE REPONDS JAMAIS ! Horrible !!! PERSONNE NE REPOND AU TELEPHONE !,1 étoile,il y a 2 ans
ATTIJARIWAFA BANK,"ATTIJARIWAFA BANK JXCR+878, Bd Mohamed VI, Marrakech 40000","JXCR+878, Bd Mohamed VI, Marrakech 40000",MARRAKECH,Très satisfaite de cette banque. Une conseillère professionnelle et à l'écoute du client.,4 étoiles,il y a 8 mois
AL BARID BANK,"AL BARID BANK 2572+68F, N1, Rabat","2572+68F, N1, Rabat",MARRAKECH,"Staff serviable et aimable.
Frais de la banque sont abordables et raisonables.
Et bien sûr l'application BBM facilite les opérations nécessaires dans le quotidien sans se déplacer (virements , mandats et autres ...)",4 étoiles,il y a 4 ans
AL BARID BANK,"AL BARID BANK 2572+68F, N1, Rabat","2572+68F, N1, Rabat",MARRAKECH,"Agence Barid Cash Rabat Diour Jamaa

BARID CASH
Créée en 2014, Barid Cash filiale d’Al Barid Bank offre un service de transfert simple et rapide pour envoyer et recevoir de l’argent au Maroc et à l’étranger.

Barid Cash s’est imposé une cadence de développement accélérée avec pour axe principal la diversification de sa gamme de produits et services ainsi que la densification de son réseau d’agences.

Barid Cash vous offre également une panoplie complète de services de proximité tels que le paiement mobile le paiement de factures de taxes et impôts, l’achat de ticket de transport",5 étoiles,il y a 2 ans
AL BARID BANK,"AL BARID BANK 2572+68F, N1, Rabat","2572+68F, N1, Rabat",MARRAKECH,Service de caisse médiocre,2 étoiles,il y a 4 ans
AL BARID BANK,"AL BARID BANK 2572+68F, N1, Rabat","2572+68F, N1, Rabat",MARRAKECH,"Le pire service client que j'aie jamais connu. Surtout à la réception. Pour récupérer mes colis, elle ne sait pas comment les confirmer dans le système. Et c'est dommage que l'agent de sécurité ne respecte pas la liste d'attente. Du coup, un employé est venu me chercher et il a été servi rapidement, car ils se connaissent. Je ne comprends pas pourquoi nous sommes en 2023 et que les bureaux marocains sont toujours pareils.",1 étoile,il y a 2 ans
AL BARID BANK,"AL BARID BANK 2572+68F, N1, Rabat","2572+68F, N1, Rabat",MARRAKECH,Très mauvaise expérience avec la banque Barid,1 étoile,il y a un mois
AL BARID BANK,"AL BARID BANK 2572+68F, N1, Rabat","2572+68F, N1, Rabat",MARRAKECH,Service épouvantable. Manque de personnel. De longues heures d'attente.,2 étoiles,il y a 5 ans
AL BARID BANK,"AL BARID BANK 2572+68F, N1, Rabat","2572+68F, N1, Rabat",MARRAKECH,Bon,5 étoiles,il y a 3 ans
AL BARID BANK,"AL BARID BANK 40000,, Marrakesh 40000","40000,, Marrakesh 40000",MARRAKECH,Ce n'était pas une bonne expérience car il restait 30 minutes avant la fermeture et le gardien de sécurité m'a dit qu'il n'y avait pas de service même si tout était disponible et qu'ils ne voulaient recevoir personne.,1 étoile,il y a 3 semaines
AL BARID BANK,"AL BARID BANK 40000,, Marrakesh 40000","40000,, Marrakesh 40000",MARRAKECH,"Au bout de 2h39min d'attente ya toujours la veste sur la chaise mais pas la personne en charge, fermeture de l'agence 15min avant l'heure affichée, donc au finale même si t'es la depuis le matin (les responsables absents) et ta le numéro de la fil d'attente à 16h13min elle arrête de traiter les dossiers et on te demande de revenir le matin et de garder le sourire.
""La banque qui ouvre les portes à tous"" magnifique slogan 👌 pour faire quoi au juste battre ton record en position debout...

Faut calculer la retraite sur La durée de votre travail effectif : Temps pendant lequel un salarié ou un agent public est à la disposition de l'employeur ou de l'administration et se conforme à ses directives sans pouvoir vaquer librement à ses occupations personnelles 🥳 ou faire la fête....",1 étoile,il y a 2 ans
AL BARID BANK,"AL BARID BANK 40000,, Marrakesh 40000","40000,, Marrakesh 40000",MARRAKECH,"Très déçu par l'expérience à Barid Bank Sidi Abbad. Le service est extrêmement lent et le personnel semble désorganisé. Les files d'attente sont interminables, même pour des opérations simples. En plus, l'attitude du personnel laisse à désirer – peu de professionnalisme et de considération pour les clients. Cette agence a vraiment besoin d'une amélioration urgente de la qualité de service. Je ne recommande pas cet endroit.",1 étoile,il y a 7 mois
AL BARID BANK,"AL BARID BANK 40000,, Marrakesh 40000","40000,, Marrakesh 40000",MARRAKECH,"Mauvaise agence et le Service nul, après des heures d'attente les employés n'est pas là et le seul employé dans cette agence c'est l'homme de sécurité. Si tu as besoin d'aide consulté l'homme de sécurité si vous cherchez votre carte bancaire consulter l'homme sécurité les papiers des informations des cartes bancaires vous trouvez-le Chez l'homme de sécurité Pendant que l'employée vous dit simplement que
Le système est toujours lent ou ne marche pas",1 étoile,il y a un an
AL BARID BANK,"AL BARID BANK 40000,, Marrakesh 40000","40000,, Marrakesh 40000",MARRAKECH,"Service tres mediocre qui ne peut en aucun cas etre a la hauteur d'une banque
Il y a toujours une grande file d'attente. Surtout les personnes agees retraitées ainsi que des colis .
Le retrait d'argent au guichet est une vraie corvée.
Le personnel est tres insuffisant et manque bcp de techniques de reception des clients
Au moment des bourses des etudiants c'est devient une calamité pour les clients.
Merci de renforcer cette agence",1 étoile,il y a un an
AL BARID BANK,"AL BARID BANK 40000,, Marrakesh 40000","40000,, Marrakesh 40000",MARRAKECH,"La poste est ouverte à 8h30 mais le personnel est absent il est 8h45 aucun fonctionnaire sur place
C’est honteux pour une administration !!",1 étoile,il y a 6 mois
AL BARID BANK,"AL BARID BANK 40000,, Marrakesh 40000","40000,, Marrakesh 40000",MARRAKECH,Changer vos horaires puisque votre agence ferme avant 16h et recruter des gens digne du service client pas n’importe qui.,1 étoile,il y a 7 mois
AL BARID BANK,"AL BARID BANK 40000,, Marrakesh 40000","40000,, Marrakesh 40000",MARRAKECH,"Un service minable, j'appelle le facteur pour pouvoir récupérer mon colis, après plusieurs tentatives il m'a envoyé un message téléphonique pour m'informer d'aller récupérer le colis auprès de l'agence sidi abbad tout en sachant que j'ai payé 59 dh de livraison à domicile. Quelqu'un peut m'expliquer svp???!",1 étoile,il y a un an
AL BARID BANK,"AL BARID BANK 40000,, Marrakesh 40000","40000,, Marrakesh 40000",MARRAKECH,"Service nul, une seul employé au guichet et toujours faut attendre plus d'une heure voir 2 à 3 heures pour envoyer une lettre ou encaisser un chèque. Le système est toujours lent ou ne marche pas",1 étoile,il y a un an
AL BARID BANK,"AL BARID BANK 40000,, Marrakesh 40000","40000,, Marrakesh 40000",MARRAKECH,"Pour le retrait de la carte Minhaty nous avons attendu 3h, du 8h à 11h.
Et juste pour info 4 personnes étaient en attente avant nous.
😒🤦 …",1 étoile,il y a un an
AL BARID BANK,"AL BARID BANK X5X2+P4X, Av. Fal Ould Oumeir, Rabat","X5X2+P4X, Av. Fal Ould Oumeir, Rabat",MARRAKECH,Personne à l'agence en heure de pointe. 45 min d’attente pour envoyer un courrier. A fuir,1 étoile,il y a un an
AL BARID BANK,"AL BARID BANK X5X2+P4X, Av. Fal Ould Oumeir, Rabat","X5X2+P4X, Av. Fal Ould Oumeir, Rabat",MARRAKECH,"Personnel aigri. 30 min d’attente pour mon colis alors que y’a personne à l’agence sauf le le directeur qui pianotait sur son tel et ordinateur au lieu de faire un petit geste et se lever pour voir cette cliente qui attend sous prétexte que c’est l’heure  de la prière avez vous penser à ceux qui ont une petite pause aussi qui travaillent comme vous qui ont pas bq de temps à ma grande surprise la porte s’ouvre à un fonctionnaire d’état avec un gros sourire pendant que cette femme attend son colis toujours vous êtes graves avec vos apparences .
Ps horaires continues soit disant la poste qui est un organisme de fonction public devrait respecter ses horaires pour servir le contribuable ( ceux qui les payent )",1 étoile,il y a 2 ans
AL BARID BANK,"AL BARID BANK X5X2+P4X, Av. Fal Ould Oumeir, Rabat","X5X2+P4X, Av. Fal Ould Oumeir, Rabat",MARRAKECH,"Mauvais service et délai d'attente trop long devant la porte.
System toujours en panne et caissiers souvant en pause...je galére à chaque fois que je visite cette agence...
""Une étoile car il n y a pas 0""",1 étoile,il y a 2 ans
AL BARID BANK,"AL BARID BANK X5X2+P4X, Av. Fal Ould Oumeir, Rabat","X5X2+P4X, Av. Fal Ould Oumeir, Rabat",MARRAKECH,"Manque de politesse et agressivité de la part de l’employé de l’agence Rabat agdal, Al Barid Bank.

Il s’agit d’une femme d’environ 45 ans",1 étoile,il y a 5 ans
